HoleId,CompanyHoleId,Dataset,Longitude,Latitude,MaxDepth,Elevation
101533ForrestaniaNMD184,NMD184,,119.68567541485992,-32.44023562711587,349.6400146484375,427.0
101533ForrestaniaNMD185,NMD185,,119.68523833436488,-32.4427065796321,359.19000244140625,425.0
101533ForrestaniaSFD008,SFD008,,119.67222189830666,-32.53826104742815,168.39999389648438,416.0
101533ForrestaniaVLLD032,VLLD032,,119.68996260517017,-32.431915926543596,294.5,425.0
101533ForrestaniaVLLD033,VLLD033,,119.68996314703028,-32.43155519216381,300.5,425.0
101533ForrestaniaVLLP018,VLLP018,,119.68906731739865,-32.4294231232179,399.5799865722656,426.0
101533ForrestaniaWBD201,WBD201,,119.67783660041407,-32.46110829930064,384.92999267578125,391.0
101533ForrestaniaWBD202,WBD202,,119.67783548862378,-32.46114258737241,360.6700134277344,391.0
101533ForrestaniaWBD203,WBD203,,119.68160303734119,-32.464025310001986,148.7899932861328,398.0
101533ForrestaniaWLL001,WLL001,,119.68735731547295,-32.42754714379339,228.3699951171875,426.0
101533ForrestaniaWLL002,WLL002,,119.68774963937068,-32.43367209847408,453.2300109863281,414.0
101533ForrestaniaWLL003,WLL003,,119.68583751336654,-32.435342276321,279.32000732421875,424.0
101533ForrestaniaWLL004,WLL004,,119.68920226949558,-32.42852575904152,342.7699890136719,427.0
101533ForrestaniaWLL005,WLL005,,119.6927670561222,-32.43113389820072,652.1599731445312,429.0
101533ForrestaniaWLL006,WLL006,,119.68460560650057,-32.43793748718324,327.2300109863281,424.0
101533ForrestaniaWLL007,WLL007,,119.68968029998516,-32.424575139172084,264.5199890136719,427.0
101533ForrestaniaWLL008,WLL008,,119.685661427279,-32.4379366036721,267.94000244140625,425.0
101533ForrestaniaWLL009,WLL009,,119.69085757819241,-32.435535321889766,531.9500122070312,429.0
101533ForrestaniaWLL010,WLL010,,119.69162839696646,-32.425090750609854,385.2200012207031,427.0
101533ForrestaniaWLL011,WLL011,,119.69005376935151,-32.43761106992101,607.1699829101562,427.0
101533ForrestaniaWWRC092,WWRC092,,119.6822439214713,-32.48074976330375,196.0,402.0
101533ForrestaniaWWRC093,WWRC093,,119.68218378180944,-32.4796554905996,190.0,404.0
102951FORRESTANIA PROJECTFSRC018,FSRC018,,119.68461112064576,-32.33803702129452,228.0,413.0
102951FORRESTANIA PROJECTFSRC021,FSRC021,,119.67647375983422,-32.33942734425226,198.0,407.0
102951FORRESTANIA PROJECTFSRC044,FSRC044,,119.6338225853127,-32.36375636544106,198.0,379.0
102951FORRESTANIA PROJECTFSRC045,FSRC045,,119.6379703259906,-32.35174699131375,198.0,378.0
102951FORRESTANIA PROJECTFSRC046,FSRC046,,119.62928149504562,-32.35195944735229,250.0,375.0
102951FORRESTANIA PROJECTFSRC047,FSRC047,,119.6237208229163,-32.359435601748906,198.0,374.0
102951FORRESTANIA PROJECTFSRC048,FSRC048,,119.62923136311971,-32.351980294899406,210.0,375.0
102951FORRESTANIA PROJECTFSRC056,FSRC056,,119.65516430252525,-32.330418986271745,214.0,396.0
102951FORRESTANIA PROJECTFSRC057,FSRC057,,119.65601419022269,-32.33342536195219,226.0,390.0
102951FORRESTANIA PROJECTFSRC058,FSRC058,,119.65420990141449,-32.347038167309655,250.0,384.0
102951FORRESTANIA PROJECTFSRC059,FSRC059,,119.64640745772311,-32.34942342281065,250.0,382.0
102951FORRESTANIA PROJECTLRAC001,LRAC001,,119.63271231082092,-32.5167418310394,47.0,411.0
102951FORRESTANIA PROJECTLRAC002,LRAC002,,119.63213665841808,-32.516708800487194,64.0,411.0
102951FORRESTANIA PROJECTLRAC003,LRAC003,,119.63150966633566,-32.51673996122821,50.0,412.0
102951FORRESTANIA PROJECTLRAC004,LRAC004,,119.63109276421478,-32.51667655147922,45.0,412.0
102951FORRESTANIA PROJECTLRAC005,LRAC005,,119.63053917216357,-32.51667010294013,37.0,412.0
102951FORRESTANIA PROJECTLRAC006,LRAC006,,119.63003718366068,-32.51660847011364,27.0,413.0
102951FORRESTANIA PROJECTLRAC007,LRAC007,,119.62951654983968,-32.51663739566982,6.0,413.0
102951FORRESTANIA PROJECTLRAC008,LRAC008,,119.62894089823124,-32.516604350398616,10.0,413.0
102951FORRESTANIA PROJECTLRAC009,LRAC009,,119.62840831543706,-32.51658843604755,11.0,413.0
102951FORRESTANIA PROJECTLRAC010,LRAC010,,119.62785446085014,-32.51657296410358,16.0,413.0
102951FORRESTANIA PROJECTLRAC011,LRAC011,,119.62732135335801,-32.5165390220044,19.0,412.0
102951FORRESTANIA PROJECTLRAC012,LRAC012,,119.62679966897656,-32.516531890069956,24.0,412.0
102951FORRESTANIA PROJECTLRAC013,LRAC013,,119.62627693545126,-32.51648870968986,30.0,411.0
102951FORRESTANIA PROJECTLRAC014,LRAC014,,119.62573371708412,-32.516473006141,40.0,411.0
102951FORRESTANIA PROJECTLRAC015,LRAC015,,119.62521229489758,-32.51647487916316,40.0,410.0
102951FORRESTANIA PROJECTLRAC016,LRAC016,,119.62468956199119,-32.51643169212057,42.0,410.0
102951FORRESTANIA PROJECTLRAC017,LRAC017,,119.62413649398906,-32.51644323844955,45.0,410.0
102951FORRESTANIA PROJECTLRAC018,LRAC018,,119.6235924896089,-32.51640049084594,56.0,410.0
102951FORRESTANIA PROJECTLRAC019,LRAC019,,119.62307080521335,-32.51639334336829,62.0,410.0
102951FORRESTANIA PROJECTLRAC020,LRAC020,,119.62250657701136,-32.51638708126004,30.0,410.0
102951FORRESTANIA PROJECTLRAC021,LRAC021,,119.62199474287566,-32.51635267262476,32.0,410.0
102951FORRESTANIA PROJECTLRAC022,LRAC022,,119.62151638752943,-32.51637166611078,27.0,410.0
102951FORRESTANIA PROJECTLRAC023,LRAC023,,119.61185467676863,-32.51605880573988,33.0,398.0
102951FORRESTANIA PROJECTLRRC001,LRRC001,,119.62992538480462,-32.5166281668838,92.0,413.0
102951FORRESTANIA PROJECTLRRC002,LRRC002,,119.62887721039947,-32.516595817644244,69.0,413.0
102951FORRESTANIA PROJECTLRRC003,LRRC003,,119.62781450547689,-32.51655857856867,60.0,413.0
102951FORRESTANIA PROJECTLRRC004,LRRC004,,119.60754996026766,-32.51587573902108,70.0,396.0
102951FORRESTANIA PROJECTLRRC005,LRRC005,,119.60707520973239,-32.5158567762399,97.0,396.0
102951FORRESTANIA PROJECTLRRC006,LRRC006,,119.60654424291681,-32.515842484970456,90.0,395.0
102951FORRESTANIA PROJECTLRRC007,LRRC007,,119.60499271259219,-32.51578791079456,79.0,394.0
102951FORRESTANIA PROJECTLRRC008,LRRC008,,119.62874637642842,-32.49143720158994,91.0,396.0
102951FORRESTANIA PROJECTLRRC009,LRRC009,,119.6276423259881,-32.49124015960971,58.0,394.0
102951FORRESTANIA PROJECTLRRC010,LRRC010,,119.62658788359165,-32.49104906891654,87.0,393.0
102951FORRESTANIA PROJECTLRRC011,LRRC011,,119.6255114611524,-32.49086226040082,70.0,390.0
102951FORRESTANIA PROJECTLRRC012,LRRC012,,119.64530012683578,-32.439359810490366,64.0,385.0
102951FORRESTANIA PROJECTLRRC013,LRRC013,,119.64423677380128,-32.43932852981647,73.0,383.0
102951FORRESTANIA PROJECTLRRC014,LRRC014,,119.64315139033341,-32.4392998398106,78.0,383.0
102951FORRESTANIA PROJECTLRRC015,LRRC015,,119.64210018477037,-32.43928871862956,67.0,383.0
102951FORRESTANIA PROJECTLRRC016,LRRC016,,119.6458173541227,-32.43935239246485,37.0,386.0
104028ForrestaniaLFPC0019,LFPC0019,,119.65920733100945,-32.5601744270907,206.4199981689453,405.0
104028ForrestaniaSFD007,SFD007,,119.66382685340245,-32.5877953572681,359.9200134277344,393.0
104028ForrestaniaSFRC006,SFRC006,,119.67254877767795,-32.55237452034295,91.0,407.0
104028ForrestaniaSFRC007,SFRC007,,119.66777974518548,-32.54915766779188,97.0,409.0
104028ForrestaniaSFRC008,SFRC008,,119.6648111641155,-32.545613908625285,97.0,414.0
104028ForrestaniaSFRC009,SFRC009,,119.6633000002007,-32.57460293480216,161.0,403.0
104028ForrestaniaSFRC010,SFRC010,,119.66790161784641,-32.574483471155965,167.0,408.0
104028ForrestaniaSFRC011,SFRC011,,119.66329913026006,-32.57153345538865,119.0,400.0
104028ForrestaniaSFRC012,SFRC012,,119.67089063736672,-32.5675490972647,197.0,407.0
104028ForrestaniaSFRC013,SFRC013,,119.66406290913498,-32.571505264215624,110.0,402.0
104028ForrestaniaSFRC014,SFRC014,,119.66565313054751,-32.564776431322564,54.0,402.0
105459Mt Gibb JV  ForrestaniaCCD001,CCD001,,119.66217528816992,-32.62158906467803,330.8500061035156,378.0
56333ForrestaniaLLP434,LLP434,,119.6876842469266,-32.42786957973002,50.0,426.0
56333ForrestaniaLLP435,LLP435,,119.68789163488853,-32.42786830820169,60.0,426.0
56333ForrestaniaLLP436,LLP436,,119.688101811833,-32.427853541431006,70.0,426.0
56333ForrestaniaLLP437,LLP437,,119.68770981794442,-32.428093557533835,50.0,426.0
56333ForrestaniaLLP438,LLP438,,119.68784069530953,-32.4280935587349,65.0,426.0
56333ForrestaniaLLP439,LLP439,,119.68797462646357,-32.428088986092675,70.0,426.0
56333ForrestaniaLLP440,LLP440,,119.68771632280595,-32.42831992609838,40.0,425.0
56333ForrestaniaLLP441,LLP441,,119.68786013440595,-32.42832226607479,45.0,425.0
56333ForrestaniaLLP442,LLP442,,119.68829275386425,-32.42897812396724,70.0,425.0
56333ForrestaniaLLP443,LLP443,,119.68845932541055,-32.42896636152691,80.0,426.0
56333ForrestaniaLLP444,LLP444,,119.6883923548416,-32.42877329468393,75.0,425.0
56333ForrestaniaLLP445,LLP445,,119.68787680822983,-32.4285366052161,50.0,425.0
56333ForrestaniaLLP446,LLP446,,119.6871017445124,-32.43420546572387,70.0,418.0
56333ForrestaniaLLP447,LLP447,,119.68748906357499,-32.43420468151483,70.0,419.0
56333ForrestaniaLLP448,LLP448,,119.6875372698833,-32.43396244733589,70.0,417.0
56333ForrestaniaLLP449,LLP449,,119.68771293306528,-32.43371217187684,70.0,415.0
56333ForrestaniaLLP450,LLP450,,119.68798928385714,-32.43370545976069,60.0,415.0
56333ForrestaniaLLP451,LLP451,,119.68723050559768,-32.43420551239107,40.0,418.0
56333ForrestaniaLLP452,LLP452,,119.68723214012516,-32.434385998050125,40.0,420.0
56333ForrestaniaLLP453,LLP453,,119.68793013360433,-32.43485774382847,55.0,423.0
56333ForrestaniaLLP454,LLP454,,119.68814274344597,-32.43485275295818,80.0,423.0
56333ForrestaniaLLP455,LLP455,,119.6870987678149,-32.43565663674363,40.0,424.0
56333ForrestaniaLLP456,LLP456,,119.68701414039322,-32.43586475241045,40.0,425.0
56333ForrestaniaLLP457,LLP457,,119.68721628990806,-32.43586548667661,60.0,425.0
56333ForrestaniaLLP458,LLP458,,119.68741206577633,-32.435862840056735,80.0,425.0
56333ForrestaniaLLP459,LLP459,,119.68765641688002,-32.43585248341805,100.0,425.0
56333ForrestaniaLLP460,LLP460,,119.68793225358492,-32.435079607104896,70.0,423.0
56333ForrestaniaLLP461,LLP461,,119.68815118596576,-32.43507267779336,90.0,424.0
56333ForrestaniaLLP468,LLP468,,119.68740617480053,-32.43486541415326,60.0,422.0
56333ForrestaniaLLP469,LLP469,,119.68851874576512,-32.428768972608076,90.0,426.0
56333ForrestaniaLLP470,LLP470,,119.68815137018709,-32.428968068224414,55.0,425.0
56333ForrestaniaLLP471,LLP471,,119.68834349492289,-32.42918677617349,70.0,425.0
56333ForrestaniaLLP472,LLP472,,119.68847861587712,-32.42918641552194,75.0,426.0
56333ForrestaniaLLP473,LLP473,,119.68858264287202,-32.42940646332137,55.0,426.0
56333ForrestaniaLLP474,LLP474,,119.68880318275092,-32.42940400758197,70.0,426.0
56333ForrestaniaLLP475,LLP475,,119.68907644422144,-32.42939753994761,45.0,426.0
56333ForrestaniaLLP478,LLP478,,119.68650035765332,-32.436459299678695,60.0,425.0
56333ForrestaniaLLP479,LLP479,,119.68663157597084,-32.436456048266365,60.0,425.0
56333ForrestaniaLLP480,LLP480,,119.68676398185144,-32.43645340256058,70.0,425.0
56333ForrestaniaLLP481,LLP481,,119.68689919861276,-32.435850344103535,60.0,425.0
56333ForrestaniaLLP482,LLP482,,119.68725165802559,-32.43509386753148,60.0,423.0
56333ForrestaniaLLP483,LLP483,,119.68752002570987,-32.43509030231564,60.0,423.0
56333ForrestaniaLLP490,LLP490,,119.68919167414468,-32.43008433877585,70.0,425.0
56333ForrestaniaLLP491,LLP491,,119.68932161061863,-32.43008120252353,75.0,426.0
56333ForrestaniaLLP493,LLP493,,119.68711551906695,-32.43509605233999,60.0,423.0
56333ForrestaniaLLP494,LLP494,,119.68737578241189,-32.43509527536397,70.0,423.0
56333ForrestaniaLLP495,LLP495,,119.6868391353007,-32.433983752238035,75.0,417.0
56333ForrestaniaLLP510,LLP510,,119.68765193298822,-32.435088838609595,90.0,423.0
56333ForrestaniaLLP511,LLP511,,119.68763754509317,-32.43486200736482,80.0,422.0
56333ForrestaniaLLP512,LLP512,,119.68744485213604,-32.43455287042394,50.0,421.0
56333ForrestaniaLLP513,LLP513,,119.6874364536377,-32.43396892782742,80.0,417.0
56333ForrestaniaLLP514,LLP514,,119.68799867099034,-32.43011712043319,75.0,423.0
56333ForrestaniaLLP515,LLP515,,119.68821199358503,-32.43011860690877,75.0,423.0
56333ForrestaniaLLP516,LLP516,,119.68809611380794,-32.42963533480066,75.0,425.0
56333ForrestaniaLLP517,LLP517,,119.68825766748009,-32.42962999163118,75.0,425.0
56333ForrestaniaLLP518,LLP518,,119.68668880789039,-32.43421364842014,99.0,419.0
56333ForrestaniaLLP519,LLP519,,119.6869120803585,-32.43421330130598,80.0,419.0
56333ForrestaniaLLP520,LLP520,,119.68807654340472,-32.434202237009835,120.0,420.0
56333ForrestaniaLLP521,LLP521,,119.68656494982967,-32.43457598048351,87.0,421.0
56333ForrestaniaLLP522,LLP522,,119.68676434114361,-32.43457343816107,90.0,421.0
56333ForrestaniaLLP523,LLP523,,119.6879243528438,-32.43453045972517,110.0,421.0
56333ForrestaniaLLP524,LLP524,,119.68646355338262,-32.43511844385453,80.0,423.0
56333ForrestaniaLLP525,LLP525,,119.68668202170413,-32.43511378125319,105.0,423.0
56333ForrestaniaLLP526,LLP526,,119.6879017981812,-32.43508521677028,120.0,423.0
56333ForrestaniaLLP527,LLP527,,119.68630164816459,-32.43567139579815,80.0,424.0
56333ForrestaniaLLP528,LLP528,,119.68650878015154,-32.43566805740776,90.0,424.0
56333ForrestaniaLLP529,LLP529,,119.68797635553979,-32.43561968577577,120.0,425.0
56333ForrestaniaLLP530,LLP530,,119.68851253506745,-32.42852393267903,81.0,426.0
56333ForrestaniaLLP531,LLP531,,119.68878928309763,-32.42868871448462,110.0,426.0
56333ForrestaniaLLP532,LLP532,,119.68872957465102,-32.42896591020822,90.0,426.0
56333ForrestaniaLLP533,LLP533,,119.68626587483088,-32.43423610962247,100.0,420.0
56333ForrestaniaLLP534,LLP534,,119.6860336457201,-32.43512815895663,100.0,423.0
56333ForrestaniaLLP535,LLP535,,119.68703886423191,-32.43644708422748,90.0,425.0
56333ForrestaniaLLP536,LLP536,,119.68725926374042,-32.435540047128335,120.0,424.0
56333ForrestaniaLLP537,LLP537,,119.68972586211919,-32.42984209178374,120.0,427.0
56333ForrestaniaLLP538,LLP538,,119.68944411859097,-32.42940185911635,100.0,427.0
56333ForrestaniaLLP539,LLP539,,119.68691667139355,-32.430372316014896,100.0,423.0
56333ForrestaniaLLP540,LLP540,,119.68734912972032,-32.43035974904976,100.0,422.0
56333ForrestaniaLLP541,LLP541,,119.68777819554558,-32.430333186489136,100.0,422.0
56333ForrestaniaLLP542,LLP542,,119.68688803075037,-32.42947501275028,100.0,427.0
56333ForrestaniaLLP543,LLP543,,119.68732273409498,-32.429459422511414,100.0,426.0
56333ForrestaniaLLP544,LLP544,,119.68774375738954,-32.42944502453258,100.0,425.0
56333ForrestaniaLLP545,LLP545,,119.68774910782558,-32.43238391531165,110.0,405.0
56333ForrestaniaLLP546,LLP546,,119.68796907010515,-32.43260175863327,110.0,407.0
56333ForrestaniaLLP547,LLP547,,119.68736743482883,-32.4328255113725,70.0,407.0
56333ForrestaniaLLP548,LLP548,,119.6880756319542,-32.43529980653604,120.0,424.0
56333ForrestaniaLLP549,LLP549,,119.6880142864542,-32.43486298015692,120.0,423.0
56333ForrestaniaLLP550,LLP550,,119.68798037323722,-32.434404648481326,120.0,421.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR001,FLCR001,Forrestania 1998-1999 Drilling Programs,119.73258243243619,-32.38236542621013,24.0,388.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR002,FLCR002,Forrestania 1998-1999 Drilling Programs,119.73231722291362,-32.382380193930054,15.0,388.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR003,FLCR003,Forrestania 1998-1999 Drilling Programs,119.73205228446386,-32.38240397218166,17.0,388.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR004,FLCR004,Forrestania 1998-1999 Drilling Programs,119.73178626118067,-32.38239170549453,22.0,388.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR005,FLCR005,Forrestania 1998-1999 Drilling Programs,119.73152105135107,-32.382406471527695,27.0,388.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR006,FLCR006,Forrestania 1998-1999 Drilling Programs,119.73125557028257,-32.38241222590567,30.0,388.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR007,FLCR007,Forrestania 1998-1999 Drilling Programs,119.730968579552,-32.38240942891132,31.0,388.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR008,FLCR008,Forrestania 1998-1999 Drilling Programs,119.73072433685586,-32.38241472188585,27.0,388.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR009,FLCR009,Forrestania 1998-1999 Drilling Programs,119.73043734604194,-32.382411923680564,41.0,389.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR010,FLCR010,Forrestania 1998-1999 Drilling Programs,119.73017132267427,-32.382399653588664,8.0,389.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR011,FLCR011,Forrestania 1998-1999 Drilling Programs,119.72991673159399,-32.38241418615598,5.0,389.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR012,FLCR012,Forrestania 1998-1999 Drilling Programs,119.72964090188435,-32.382429178261276,6.0,389.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR013,FLCR013,Forrestania 1998-1999 Drilling Programs,119.70339163894268,-32.382355038548916,7.0,407.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR014,FLCR014,Forrestania 1998-1999 Drilling Programs,119.7036467778572,-32.38235857946213,13.0,407.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR015,FLCR015,Forrestania 1998-1999 Drilling Programs,119.70387005795004,-32.382362803745906,19.0,407.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR016,FLCR016,Forrestania 1998-1999 Drilling Programs,119.70413554794452,-32.38235710442656,15.0,406.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR017,FLCR017,Forrestania 1998-1999 Drilling Programs,119.70444378476284,-32.38235950379152,17.0,405.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR018,FLCR018,Forrestania 1998-1999 Drilling Programs,119.7047520215415,-32.38236190240074,6.0,405.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR019,FLCR019,Forrestania 1998-1999 Drilling Programs,119.704996809306,-32.38237467987997,18.0,404.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR020,FLCR020,Forrestania 1998-1999 Drilling Programs,119.70524132851655,-32.38237844562125,23.0,404.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR021,FLCR021,Forrestania 1998-1999 Drilling Programs,119.70551743785619,-32.38237251532433,8.0,404.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR022,FLCR022,Forrestania 1998-1999 Drilling Programs,119.7058153235954,-32.38238415070426,27.0,403.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR023,FLCR023,Forrestania 1998-1999 Drilling Programs,119.70602771531479,-32.38237958802326,35.0,403.0
59403Forrestania 1998-1999 Drilling ProgramsFLCR024,FLCR024,Forrestania 1998-1999 Drilling Programs,119.70632506364132,-32.382373199669686,54.0,403.0
